Old Lviv Restaurant, OPERATIONAL, 2228 West Chicago Avenue, Chicago, 1, 4.6, No ratings 41.8959303, -87.683171
Harold's Chicken #88, OPERATIONAL, 124 East 35th Street, Chicago, 1, 4, No ratings 41.83122319999999, -87.6221193
Petey's Gyros, OPERATIONAL, 250 West 47th Street, Chicago, 1, 3.9, No ratings 41.8093379, -87.6331439
Momento Taquería, OPERATIONAL, 301 South Columbus Drive, Chicago, Price information not available, 4.8, No ratings 41.8748034, -87.6186158
Kinzie Chophouse, OPERATIONAL, 400 North Wells Street, Chicago, 3, 4.4, No ratings 41.8892998, -87.6342359
Berry Bliss Açaí Bowls & More, CLOSED_TEMPORARILY, 1516 West Taylor Street, Chicago, 1, 4.6, No ratings 41.8695102, -87.6649024
3rd Coast Fish Bar (a DMK restaurant), OPERATIONAL, 2956 North Sheffield Avenue, Chicago, 2, 4.2, No ratings 41.9361475, -87.65414799999999
Sayuri Sushi Bar, OPERATIONAL, 1553 West Devon Avenue, Chicago, 2, 5, No ratings 41.9979061, -87.66993029999999
The Goddess and Grocer Bucktown, OPERATIONAL, 1649 North Damen Avenue, Chicago, 2, 4.3, No ratings 41.9119222, -87.67732649999999
Dunkin', OPERATIONAL, 2503 South Doctor Martin Luther King Junior Drive, Chicago, Price information not available, 3.5, No ratings 41.8475895, -87.61692230000001
Elske, OPERATIONAL, 1350 West Randolph Street, Chicago, 4, 4.6, No ratings 41.8844672, -87.6609002
Starbucks, OPERATIONAL, 6108 North Western Avenue, Chicago, 2, 4.2, No ratings 41.992596, -87.69012599999999
Slice Express, OPERATIONAL, 5777 North Ridge Avenue, Chicago, 1, 5, No ratings 41.9871887, -87.6655569
Taco Bell, OPERATIONAL, 500 West Madison Street, Chicago, 1, 3.7, No ratings 41.882211, -87.640594
Taqueria Palacio, CLOSED_TEMPORARILY, 1700 South Halsted Street, Chicago, Price information not available, 4.3, No ratings 41.859038, -87.6468161
Dunkin', OPERATIONAL, 1519 West Madison Street, Chicago, 1, 4.2, No ratings 41.8813317, -87.6652186
Potbelly Sandwich Shop, OPERATIONAL, 5304 North Clark Street, Chicago, 1, 3.9, No ratings 41.9782077, -87.6686129
Mary's Taqueria, OPERATIONAL, 1901 South Canalport Avenue, Chicago, 1, 4.5, No ratings 41.85655389999999, -87.6419758
Weather Mark Tavern, OPERATIONAL, 1503 South Michigan Avenue, Chicago, 2, 4.3, No ratings 41.8618972, -87.623824
Kai Sushi, OPERATIONAL, 1255 South State Street, Chicago, 2, 4.5, No ratings 41.86601479999999, -87.627117
Grandma’s Pizza Kitchen, OPERATIONAL, 1708 West Belmont Avenue, Chicago, 1, 4.5, No ratings 41.9398434, -87.67154099999999
Maria's Packaged Goods and Community Bar, OPERATIONAL, 960 West 31st Street, Chicago, 2, 4.6, No ratings 41.83811, -87.65106089999999
Disco Pancake, OPERATIONAL, 1155 North Wells Street, Chicago, 2, 4, No ratings 41.9036813, -87.63426799999999
Ms. B's Kitchen & Catering, OPERATIONAL, 1811 West Harrison Street, Chicago, Price information not available, 4.3, No ratings 41.87386920000001, -87.6721111
Dong bei Ren jia, OPERATIONAL, 2105 South Jefferson Street, Chicago, 1, 2.5, No ratings 41.8540122, -87.64160849999999
Deleite Mexican food, OPERATIONAL, 1658 West Cermak Road, Chicago, Price information not available, 5, No ratings 41.8525223, -87.66833989999999
Chicago Oyster House, OPERATIONAL, 1933 South Indiana Avenue, Chicago, 2, 4.3, No ratings 41.855733, -87.621991
Shine, OPERATIONAL, 756 West Webster Avenue, Chicago, 2, 4.4, No ratings 41.9219369, -87.6484005
Dunkin', OPERATIONAL, 1331 West Fullerton Avenue, Chicago, 1, 4, No ratings 41.92507399999999, -87.6614462
Formento's, OPERATIONAL, 925 West Randolph Street, Chicago, 3, 4.5, No ratings 41.88414220000001, -87.65080230000001
Franco's Ristorante, OPERATIONAL, 300 West 31st Street, Chicago, 2, 4.6, No ratings 41.8383615, -87.6343646
Soul & Smoke - Avondale at Rockwell on the River, OPERATIONAL, 3057 North Rockwell Street, Chicago, 2, 4.3, No ratings 41.9375149, -87.6915513
Taxim, OPERATIONAL, 1558 North Milwaukee Avenue, Chicago, 2, 4.3, No ratings 41.90964899999999, -87.67672499999999
Chick-fil-A South Loop, OPERATIONAL, 1106 South Clinton Street, Chicago, 1, 3.9, No ratings 41.86888920000001, -87.64099399999999
Jet's Pizza, OPERATIONAL, 1144 South Wabash Avenue, Chicago, 1, 4.2, No ratings 41.8678573, -87.6261225
Somerset, OPERATIONAL, 1112 North State Street, Chicago, 3, 4.4, No ratings 41.9024043, -87.6287502
Talay Chicago, OPERATIONAL, 1222 West Madison Street, Chicago, 2, 4.5, No ratings 41.881797, -87.65778
m.henry, OPERATIONAL, 5707 North Clark Street, Chicago, 2, 4.6, No ratings 41.98564289999999, -87.6690756
56th St Chicken Grill & Waffles, OPERATIONAL, 5608 South Ashland Avenue, Chicago, 1, 3.8, No ratings 41.7918367, -87.66481700000001
Buddy Guy's Legends, OPERATIONAL, 700 South Wabash Avenue, Chicago, 2, 4.6, No ratings 41.873022, -87.6261904
China Cafe 开饭, OPERATIONAL, 2300 South Wentworth Avenue, Chicago, 1, 4, No ratings 41.85083719999999, -87.63219459999999
Rainbow Thailand street food, OPERATIONAL, 4825 North Western Avenue Unit b, Chicago, 1, 4.2, No ratings 41.9694155, -87.6886713
CM Chicken Chicago Downtown, CLOSED_TEMPORARILY, 850 West Superior Street, Chicago, Price information not available, 4, No ratings 41.89573499999999, -87.64965199999999
Yummy Thai, OPERATIONAL, 1418 West Taylor Street, Chicago, 1, 3.9, No ratings 41.8694664, -87.6624411
Big Sauce, OPERATIONAL, 831 North Sedgwick Street, Chicago, 1, 4.9, No ratings 41.89735429999999, -87.6385033
Oggi Trattoria, OPERATIONAL, 1461 West Chicago Avenue, Chicago, 2, 4.6, No ratings 41.89597759999999, -87.66475919999999
La Cuchara, CLOSED_TEMPORARILY, 1521 West Madison Street, Chicago, Price information not available, 4.1, No ratings 41.88136029999999, -87.6653027
Dao Thai Restaurant and Noodle Palace, OPERATIONAL, 230 East Ohio Street, Chicago, 2, 3.9, No ratings 41.89269669999999, -87.62150249999999
Taco Bell, OPERATIONAL, 3365 South Doctor Martin Luther King Junior Drive, Chicago, 1, 3.6, No ratings 41.8332763, -87.6165874
Papacito's Mexican Grille, OPERATIONAL, 2960 North Lincoln Avenue, Chicago, 3, 4.4, No ratings 41.935495, -87.663197
B&Q Afro Root Cuisine, OPERATIONAL, 4701 North Kenmore Avenue, Chicago, 2, 4.3, No ratings 41.967395, -87.6559826
China Lamp Restaurant, OPERATIONAL, 4603 South Ashland Avenue, Chicago, 1, 4.4, No ratings 41.810237, -87.664593
Greek Islands, OPERATIONAL, 200 South Halsted Street, Chicago, 2, 4.6, No ratings 41.8790063, -87.6475439
Chicago Bagel Authority, OPERATIONAL, 955 West Belmont Avenue, Chicago, 1, 4.5, No ratings 41.9397914, -87.6537359
Its All Loaded, OPERATIONAL, 2537 South Wabash Avenue K5, Chicago, 2, 5, No ratings 41.8463923, -87.62488859999999
Petterinos, OPERATIONAL, 150 North Dearborn Street, Chicago, 2, 4.3, No ratings 41.884722, -87.6297835
Fat Shack, OPERATIONAL, 2140 North Clybourn Avenue, Chicago, 2, 4.3, No ratings 41.9199959, -87.6625407
Gorée Cuisine, OPERATIONAL, 1126 East 47th Street, Chicago, 2, 4.8, No ratings 41.80974459999999, -87.5981467
The Greenhouse Chicago Meal Prep, OPERATIONAL, 1647 West Cortland Street, Chicago, Price information not available, 5, No ratings 41.9159202, -87.6696664
Beijing Chinese Restaurant, OPERATIONAL, 4640 South Bishop Street, Chicago, 1, 3.9, No ratings 41.8092571, -87.6617723
Avenue Tap and Kitchen, OPERATIONAL, 3407 North Paulina Street, Chicago, 2, 4.8, No ratings 41.94355789999999, -87.6709717
Rosebud Restaurants, OPERATIONAL, 1419 West Diversey Parkway, Chicago, 3, 3.4, No ratings 41.93228740000001, -87.6644544
Cafe Sushi, OPERATIONAL, 1342 North Wells Street, Chicago, 2, 4.2, No ratings 41.9068282, -87.63478529999999
Macello, OPERATIONAL, 1235 West Lake Street, Chicago, 2, 4.6, No ratings 41.8852715, -87.6582468
New York Halal Pizza, OPERATIONAL, 2262 West Devon Avenue, Chicago, 1, 4.1, No ratings 41.9978939, -87.6873203
Big Bowl Chinese Express, OPERATIONAL, 600 East Grand Avenue, Chicago, 2, 2.8, No ratings 41.891322, -87.6077877
Platform 47, OPERATIONAL, 4709 North Damen Avenue, Chicago, 1, 4.2, No ratings 41.9672081, -87.678973
Sweetwater Tavern & Grille (Michigan Plaza - Chicago), OPERATIONAL, 225 North Michigan Avenue, Chicago, 2, 4.3, No ratings 41.88656530000001, -87.62422749999999
Fixin' Franks, OPERATIONAL, 1300 South Clinton Street, Chicago, Price information not available, 4.7, No ratings 41.8656514, -87.64103039999999
Subway, OPERATIONAL, 1525 West Madison Street, Chicago, 1, 3.5, No ratings 41.8812739, -87.6651215
Joy Yee, OPERATIONAL, 2139 South China Place, Chicago, 2, 4.3, No ratings 41.8540611, -87.633873
La Biznaga, OPERATIONAL, 3555 North Broadway, Chicago, 1, 4.6, No ratings 41.94710380000001, -87.6469274
Lakeshore Diner, OPERATIONAL, 681 North Lake Shore Drive, Chicago, 2, 4.7, No ratings 41.8939636, -87.61517239999999
Carm's Beef and Italian Ice, OPERATIONAL, 1057 West Polk Street, Chicago, 1, 4.4, No ratings 41.8716315, -87.6534664
Small Cheval- Wicker Park, OPERATIONAL, 1732 North Milwaukee Avenue, Chicago, 2, 4.6, No ratings 41.91281789999999, -87.6815051
Chick-fil-A, OPERATIONAL, 713 South Seeley Avenue, Chicago, Price information not available, 4.4, No ratings 41.87307310000001, -87.676811
Union sub, OPERATIONAL, 110 East 51st Street, Chicago, 1, 4, No ratings 41.8021404, -87.6220733
Eto'o Modern Asian Cuisine, OPERATIONAL, 1373 East 53rd Street, Chicago, 2, 4.4, No ratings 41.7993513, -87.5922149
BIBIBOP Asian Grill, OPERATIONAL, 24 East Jackson Boulevard, Chicago, 1, 4.5, No ratings 41.8784083, -87.6266168
Agami, OPERATIONAL, 4712 North Broadway, Chicago, 2, 4.5, No ratings 41.9675067, -87.65918339999999
Goose Island Taproom, OPERATIONAL, 1800 West Fulton Street, Chicago, Price information not available, 4.7, No ratings 41.8871139, -87.6721414
Starbucks, OPERATIONAL, 469 West Chicago Avenue, Chicago, 2, 4.2, No ratings 41.8963063, -87.641252
Caribbean Jerk Joint, CLOSED_TEMPORARILY, 1400 East 47th Street f2, Chicago, 2, 3, No ratings 41.81012, -87.5921836
Cafe 7, OPERATIONAL, Chicago, Price information not available, 2.3, No ratings 41.87461990000001, -87.66794
Lawrence's Fish & Shrimp, OPERATIONAL, 2120 South Canal Street, Chicago, 2, 4.3, No ratings 41.8538807, -87.63886
McDonald's, OPERATIONAL, 1563 North Wells Street, Chicago, 1, 3.7, No ratings 41.910999, -87.63456699999999
Chicago Hot Dog, OPERATIONAL, 82430 Lakefront Trail, Chicago, Price information not available, 4.3, No ratings 41.8689343, -87.6163742
Panera Bread, OPERATIONAL, 1938 West Fullerton Avenue Suite C, Chicago, 2, 3.6, No ratings 41.9255921, -87.6772328
Tacos De Cabeza El Guero, OPERATIONAL, 5852 North Western Avenue, Chicago, Price information not available, 4.4, No ratings 41.9886779, -87.6900253
Sauce & Bread Kitchen, OPERATIONAL, 6338 North Clark Street, Chicago, 2, 4.9, No ratings 41.997515, -87.6706889
Huck Finn Restaurant, OPERATIONAL, 3414 South Archer Avenue, Chicago, 1, 4.3, No ratings 41.8318017, -87.6760353
Lush Wine & Spirits - Roscoe Village, OPERATIONAL, 2232 West Roscoe Street, Chicago, 2, 4.3, No ratings 41.9433333, -87.6847222
Cork & Kerry at The Park, OPERATIONAL, 3259 South Princeton Avenue, Chicago, 2, 4.3, No ratings 41.8346548, -87.6342026
Subway, OPERATIONAL, 1234 North Halsted Street, Chicago, 1, 3.7, No ratings 41.9047125, -87.6483533
Dunkin', OPERATIONAL, 1316 West Cermak Road, Chicago, 1, 3.6, No ratings 41.8526484, -87.6590482
McDonald's, OPERATIONAL, 5130 North Sheridan Road, Chicago, 1, 3.6, No ratings 41.9761744, -87.6553785
Chipotle Mexican Grill, OPERATIONAL, 10 East Jackson Boulevard, Chicago, 1, 4.1, No ratings 41.87838819999999, -87.627231
Panda Express, OPERATIONAL, 1250 South Canal Street, Chicago, 1, 3.9, No ratings 41.8657609, -87.6403165
Chicago Q, OPERATIONAL, 1160 North Dearborn Street, Chicago, 2, 4.4, No ratings 41.903608, -87.6304012
Homestead On The Roof, OPERATIONAL, 1924 West Chicago Avenue, Chicago, 2, 4.3, No ratings 41.8961175, -87.675648
Domino's Pizza, OPERATIONAL, 6607 North Clark Street, Chicago, 1, 3.9, No ratings 42.0019038, -87.6714758
Cubaneo, OPERATIONAL, 2873 North Broadway, Chicago, 1, 4.7, No ratings 41.9349395, -87.6440569
Dugans, OPERATIONAL, 128 South Halsted Street, Chicago, 1, 4.2, No ratings 41.8796079, -87.6476088
Oso & The Bull, OPERATIONAL, 2009 South Laflin Street, Chicago, Price information not available, 5, No ratings 41.85483519999999, -87.66353219999999
Bongo Room, OPERATIONAL, 1470 North Milwaukee Avenue, Chicago, 2, 4.5, No ratings 41.9085194, -87.6748528
Lawrence Fish Market Chinatown, OPERATIONAL, 234 West 31st Street, Chicago, Price information not available, 4.4, No ratings 41.83840469999999, -87.63309029999999
Royal Africana Lounge Inc., OPERATIONAL, 5973 North Clark Street, Chicago, 2, 4.9, No ratings 41.9906096, -87.66971
Lou Malnati's Pizzeria, OPERATIONAL, 1120 North State Street, Chicago, 2, 4.5, No ratings 41.9026225, -87.6285973
Mexico Steak House, OPERATIONAL, 2983 South Archer Avenue, Chicago, 2, 4.4, No ratings 41.8402273, -87.6604694
Positanos Pizza, OPERATIONAL, 4844 South Ashland Avenue, Chicago, 1, 4, No ratings 41.8055065, -87.66508689999999
Barwaqo, OPERATIONAL, 6130 North Ravenswood Avenue, Chicago, Price information not available, 4.6, No ratings 41.993023, -87.6756533
Phlavas, OPERATIONAL, 717 West Maxwell Street, Chicago, 2, 2.3, No ratings 41.8645752, -87.6457957
Jimmy John's, OPERATIONAL, 216 West Jackson Boulevard, Chicago, 1, 4, No ratings 41.87819779999999, -87.6345155
Cantón Regio, OPERATIONAL, 1510 West 18th Street, Chicago, 2, 4.4, No ratings 41.8580113, -87.664259
Chicago Express Grill, OPERATIONAL, 4300 South Michigan Avenue, Chicago, Price information not available, 4.4, No ratings 41.81638040000001, -87.6232464
Harold’s Chicken Shack #23, OPERATIONAL, 203 East Garfield Boulevard, Chicago, 2, 3.4, No ratings 41.79418039999999, -87.6204388
La Cecina Restaurant Familiar #1, OPERATIONAL, 1934 West 47th Street, Chicago, 2, 4.1, No ratings 41.8087092, -87.6736396
Assad's Mediterranean Bites, OPERATIONAL, 4605 North Sheridan Road, Chicago, Price information not available, 5, No ratings 41.96569149999999, -87.65443359999999
La Mejikana, OPERATIONAL, 1820 South Ashland Avenue, Chicago, 2, 4.5, No ratings 41.85711109999999, -87.6664547
Conscious Plates, OPERATIONAL, 804 West Montrose Avenue XMarket, Chicago, Price information not available, No rating, No ratings 41.9620211, -87.65019509999999
Chemistry Chicago, OPERATIONAL, 5121 South Harper Avenue, Chicago, 4, 4, No ratings 41.8018219, -87.58900469999999
Jimmy John's, OPERATIONAL, 51 West Division Street, Chicago, 1, 3, No ratings 41.9038028, -87.63063029999999
Lao Peng You, OPERATIONAL, 2020 West Chicago Avenue, Chicago, 2, 4.4, No ratings 41.8960754, -87.67789549999999
Inches Tacos Chicago, OPERATIONAL, 2537 South Wabash Avenue, Chicago, 1, 3.3, No ratings 41.8463923, -87.62488859999999
See Thru Chinese Kitchen #19, OPERATIONAL, 4318 South Ashland Avenue, Chicago, 1, 3.8, No ratings 41.8152778, -87.6655556
McDonald's, OPERATIONAL, 233 North Michigan Avenue, Chicago, 1, 3.8, No ratings 41.887104, -87.623222
Pingpong, OPERATIONAL, 3322 North Broadway, Chicago, 2, 4.4, No ratings 41.9424504, -87.6446261
Five One Food Mart & Fresh Grill, OPERATIONAL, East 51st Street, Chicago, Price information not available, 4, No ratings 41.8017311, -87.6238367
Woodie's Flat, OPERATIONAL, 1535 North Wells Street, Chicago, 2, 4.2, No ratings 41.9102027, -87.63447149999999
Pi-Hi Cafe, OPERATIONAL, 3539 North Western Avenue, Chicago, 1, 4.5, No ratings 41.9460599, -87.6877701
Krung Thep Thai Cuisine, OPERATIONAL, 3205 North Halsted Street, Chicago, 2, 4.4, No ratings 41.9401875, -87.6490962
Ghareeb Nawaz Restaurant, OPERATIONAL, 2032 West Devon Avenue, Chicago, 1, 4.1, No ratings 41.9980708, -87.68157649999999
Mariscos El Pescador, OPERATIONAL, 4056 South Western Avenue, Chicago, 2, 4.3, No ratings 41.81925859999999, -87.6849538
Gene & Georgetti, OPERATIONAL, 500 North Franklin Street, Chicago, 3, 4.5, No ratings 41.89088390000001, -87.6357762
Farmer's Fridge, OPERATIONAL, Floor in the Vending alcove by tower bridge, 1520 West Harrison Street 4th Floor, Chicago, Price information not available, No rating, No ratings 41.87451000000001, -87.6651
Vintage Bar, OPERATIONAL, 1449 West Taylor Street, Chicago, 2, 4.2, No ratings 41.8691588, -87.66351879999999
Subway, OPERATIONAL, 951 West Addison Street, Chicago, 1, 3.3, No ratings 41.9471046, -87.65390020000001
Original Hooters, OPERATIONAL, 660 North Wells Street, Chicago, 2, 3.8, No ratings 41.89416669999999, -87.63444439999999
Green Tea Japanese Restaurant, OPERATIONAL, 2336 North Clark Street, Chicago, 2, 4.5, No ratings 41.9246171, -87.64024789999999
Siena Tavern, OPERATIONAL, 51 West Kinzie Street, Chicago, 3, 4.5, No ratings 41.8890864, -87.6298924
Windy City Ribs & Whiskey, OPERATIONAL, 67 East Cermak Road, Chicago, 2, 3.8, No ratings 41.8526875, -87.6246276
Kennedy Fish & Chicken, OPERATIONAL, 112 East 47th Street, Chicago, 1, 4, No ratings 41.8094625, -87.6221401
Biryani Ka Adda, OPERATIONAL, 2537 South Wabash Avenue, Chicago, 2, 4.3, No ratings 41.8464946, -87.624768
Fatpour Tap Works - McCormick, OPERATIONAL, 2206 South Indiana Avenue, Chicago, 2, 4.3, No ratings 41.8526847, -87.6224282
Little Caesars Pizza, OPERATIONAL, 2601 West Cermak Road, Chicago, 1, 3.5, No ratings 41.85164810000001, -87.6907322
La Parrilla latin Food, OPERATIONAL, 5940 North Broadway, Chicago, Price information not available, 4.9, No ratings 41.9903092, -87.66047569999999
Alice's Bar-B-Que LLC, OPERATIONAL, 65 East 43rd Street, Chicago, 2, 3.7, No ratings 41.8163652, -87.623761
The Comedy Bar, OPERATIONAL, 162 East Superior Street, Chicago, Price information not available, 4.3, No ratings 41.8959836, -87.6230343
Maravillas Restaurant, OPERATIONAL, 5506 South Lake Park Avenue, Chicago, 2, 3.8, No ratings 41.7949399, -87.5878135
The Noodle Vietnamese & Thai Cuisine, OPERATIONAL, 2336 South Wentworth Avenue, Chicago, 1, 4.1, No ratings 41.8498424, -87.6322588
KFC, OPERATIONAL, 1144 South Western Avenue, Chicago, 1, 3.6, No ratings 41.8669702, -87.6863144
Theater on the Lake, OPERATIONAL, 2401 North Jean Baptiste Pointe du Sable Lake Shore Drive, Chicago, Price information not available, 4.6, No ratings 41.9270753, -87.6306663
El guaco, OPERATIONAL, 3434 South Western Avenue, Chicago, Price information not available, 3, No ratings 41.8310532, -87.6853479
New Line Tavern, OPERATIONAL, 201 North Clinton Street, Chicago, 2, 4.3, No ratings 41.8860118, -87.64110339999999
Queenie’s Supper Club, OPERATIONAL, 1901 West Madison Street, Chicago, Price information not available, 4.2, No ratings 41.8807163, -87.67460439999999
The Brunchery, OPERATIONAL, 2552 North Clark Street, Chicago, 2, 4.3, No ratings 41.929166, -87.642789
Mable's Table, OPERATIONAL, 1655 West Cortland Street, Chicago, 2, 4.6, No ratings 41.9159869, -87.6698251
Amaris Catering, OPERATIONAL, 3018 South Loomis Street, Chicago, Price information not available, No rating, No ratings 41.8391311, -87.6556829
Jimmy John's, OPERATIONAL, 2206 North Clybourn Avenue, Chicago, 1, 3.2, No ratings 41.921857, -87.66501199999999
Armand's Pizzeria, OPERATIONAL, 4159 North Western Avenue, Chicago, 2, 4.4, No ratings 41.9575588, -87.688327
GoblinBat - Grand Blvd Plaza, OPERATIONAL, 5401 South Wentworth Avenue, Chicago, 1, 5, No ratings 41.7960488, -87.63042519999999
Farmer's Fridge, OPERATIONAL, Located on first floor, in, the lobby of Thorne Auditorium, 420 East Superior Street, Chicago, Price information not available, No rating, No ratings 41.8960193, -87.6176148
Lao Sze Chuan, OPERATIONAL, 2172 South Archer Avenue, Chicago, 2, 4, No ratings 41.8533423, -87.63508519999999
Hero Coffee and Bagel Bar, OPERATIONAL, 2950 North Sheridan Road, Chicago, 1, 4.2, No ratings 41.9358717, -87.63960259999999
GREEK PRIME, OPERATIONAL, 901 West 35th Street, Chicago, 2, 4.5, No ratings 41.830433, -87.647897
McDonald's, OPERATIONAL, 3867 South Archer Avenue, Chicago, 1, 3.6, No ratings 41.8233705, -87.6886117
Wing yip breakfast, OPERATIONAL, 537 West 26th Street, Chicago, 2, 4.2, No ratings 41.8451976, -87.64144429999999
Andy's Jazz Club & Restaurant, OPERATIONAL, 11 East Hubbard Street, Chicago, 2, 4.5, No ratings 41.88994949999999, -87.6274762
Cook From Scratch, OPERATIONAL, Chicago, Price information not available, No rating, No ratings 41.8929153, -87.63591249999999
Similan Thai & Sushi Restaurant, OPERATIONAL, 1123 West Granville Avenue, Chicago, 2, 4.4, No ratings 41.99435010000001, -87.6593923
Potbelly Sandwich Shop, OPERATIONAL, 5428 South Lake Park Avenue, Chicago, 1, 3.9, No ratings 41.79714240000001, -87.5881796
Old Town Pub, OPERATIONAL, 1339 North Wells Street, Chicago, 1, 4.3, No ratings 41.9068928, -87.634316
The Plate Room, OPERATIONAL, 2301 South King Drive, Chicago, Price information not available, 4.7, No ratings 41.85111690000001, -87.61713290000002
Amarit Thai and sushi (CHICAGO Location), OPERATIONAL, 600 South Dearborn Street, Chicago, 2, 4.1, No ratings 41.8742497, -87.6294088
Boeufhaus, OPERATIONAL, 1012 North Western Avenue, Chicago, 3, 4.7, No ratings 41.89985619999999, -87.6872841
The Original Pancake House, OPERATIONAL, 22 East Bellevue Place, Chicago, 2, 4.6, No ratings 41.901791, -87.6274495
DryHop Brewers, OPERATIONAL, 3155 North Broadway, Chicago, Price information not available, 4.4, No ratings 41.9393174, -87.6441967
Quesadilla La Reina del Sur, OPERATIONAL, 2237 North Western Avenue, Chicago, 1, 4.5, No ratings 41.9228131, -87.6873001
West Town Bakery, OPERATIONAL, 1916 West Chicago Avenue, Chicago, 2, 4.4, No ratings 41.896158, -87.67540699999999
Phil's Pizza, OPERATIONAL, 1102 West 35th Street, Chicago, 1, 4.4, No ratings 41.83090199999999, -87.653612
Domino's Pizza, OPERATIONAL, 2231 North Lincoln Avenue, Chicago, 1, 3.4, No ratings 41.922798, -87.6446691
Giordano's, OPERATIONAL, 815 West Van Buren Street, Chicago, 2, 4.5, No ratings 41.876388, -87.6479317
Cafe Jumping Bean, OPERATIONAL, 1439 West 18th Street, Chicago, 1, 4.7, No ratings 41.8577252, -87.66282969999999
Wild Goose Bar & Grill, OPERATIONAL, 4600 North Lincoln Avenue, Chicago, 1, 4.4, No ratings 41.9651141, -87.6864322
Mario's Table, OPERATIONAL, 21 West Goethe Street, Chicago, 2, 4.6, No ratings 41.9056187, -87.6297014
Uncle Joe's Jerk Chicken Hyde Park, OPERATIONAL, 1461 East Hyde Park Boulevard, Chicago, 2, 3.9, No ratings 41.8022011, -87.58941899999999
Orso's, OPERATIONAL, 1401 North Wells Street, Chicago, 2, 4.4, No ratings 41.9077845, -87.63443629999999
IDOF - I Dream of Falafel, OPERATIONAL, 600 East Grand Avenue, Chicago, Price information not available, 3.9, No ratings 41.8912374, -87.6065529
Laa Mushkila Restaurant, OPERATIONAL, 6258 North Clark Street, Chicago, Price information not available, 4.6, No ratings 41.9961292, -87.6706765
Chipotle Mexican Grill, OPERATIONAL, 1142 South Wabash Avenue, Chicago, 1, 3.3, No ratings 41.86782059999999, -87.62609929999999
Blue Door Farm Stand, OPERATIONAL, 2010 North Halsted Street, Chicago, 2, 4.4, No ratings 41.9185635, -87.6488303
Subway, OPERATIONAL, 1916 South State Street, Chicago, 1, 3.5, No ratings 41.8558805, -87.62740769999999
Moody Tongue, OPERATIONAL, 2515 South Wabash Avenue, Chicago, 2, 4.5, No ratings 41.8469335, -87.6252206
Scallion & Cilantro, OPERATIONAL, 1702 West Erie Street, Chicago, Price information not available, 5, No ratings 41.8934934, -87.6699139
Chez France, CLOSED_TEMPORARILY, 311 South Wacker Drive, Chicago, Price information not available, No rating, No ratings 41.8774486, -87.6360871
Pockets Restaurant, OPERATIONAL, 3001 North Lincoln Avenue, Chicago, 2, 4.7, No ratings 41.93644159999999, -87.6639502
Koi Sushi, OPERATIONAL, 2156 North Clybourn Avenue, Chicago, 2, 4.5, No ratings 41.9204283, -87.6629233
Taqueria Mi Pueblo, OPERATIONAL, 2459 West 51st Street, Chicago, 2, 4.4, No ratings 41.800985, -87.686484
Farmer's Fridge, OPERATIONAL, 1740 West Taylor Street, Chicago, Price information not available, 4.1, No ratings 41.86979069999999, -87.6710523
Villa Palermo Pizza, OPERATIONAL, 2154 West Devon Avenue, Chicago, 1, 4.2, No ratings 41.9979096, -87.68473860000002
Roti Mediterranean Bowls. Salads. Pitas., OPERATIONAL, 310 West Adams Street, Chicago, 1, 4.2, No ratings 41.87945980000001, -87.6357213
Windy City Gyros, OPERATIONAL, 3932 North Broadway, Chicago, 1, 4.2, No ratings 41.953581, -87.65038799999999
Klein's Bakery & Cafe (Buena Park), OPERATIONAL, 4155 North Broadway, Chicago, 1, 4.4, No ratings 41.958324, -87.652806
Subway, OPERATIONAL, 2008 North Halsted Street, Chicago, 1, 3.4, No ratings 41.91852189999999, -87.6487819
Taquería Ciudad, OPERATIONAL, 5005 South Ashland Avenue, Chicago, Price information not available, 3.9, No ratings 41.80289339999999, -87.664642
Raj Darbar, OPERATIONAL, 2660 North Halsted Street, Chicago, 2, 3.8, No ratings 41.9308962, -87.6491123
Subway, OPERATIONAL, 3815 North Broadway, Chicago, 1, 3.7, No ratings 41.9517101, -87.64940399999999
Italian Fiesta Pizzeria, OPERATIONAL, 4659 South Lake Park Avenue, Chicago, Price information not available, 3.7, No ratings 41.8103832, -87.59509279999999
Starbucks, OPERATIONAL, 1230 West Scott Street, Chicago, 2, 4.1, No ratings 41.9048091, -87.6347694
Happy Camper Pizza, OPERATIONAL, 1209 North Wells Street, Chicago, 2, 4.5, No ratings 41.90428, -87.63431279999999
Kuro Ramen, OPERATIONAL, 2246 South Canal Street, Chicago, 2, 3.9, No ratings 41.8514542, -87.6386275
Alley Dogs, OPERATIONAL, 3710 North Western Avenue, Chicago, 1, 4.1, No ratings 41.94888419999999, -87.6885449
Popeyes Louisiana Kitchen, OPERATIONAL, 1949 West Fullerton Avenue, Chicago, 1, 3.9, No ratings 41.9248322, -87.6775426
Starbucks, OPERATIONAL, 2063 North Clark Street, Chicago, 2, 4, No ratings 41.92007100000001, -87.6369156
Tommy's Grill, OPERATIONAL, 456 North Damen Avenue, Chicago, 1, 4.5, No ratings 41.8903743, -87.6770593
La Unica Food Mart, OPERATIONAL, 1515 West Devon Avenue, Chicago, 1, 4.3, No ratings 41.99794219999999, -87.6684219
Farmer's Fridge, OPERATIONAL, Located on the 1st floor in the Remedies break room, 1750 West Harrison Street, Chicago, Price information not available, No rating, No ratings 41.87433199999999, -87.670692
